Current Real Time,Local Server Time,Hardware Clock Time,Software Clock Time,Error,Remote Est Time,
77802275799,150035329,125871421,150034633,-696,150035415,
77802275806,150035336,125871428,150034640,-696,,
77802775808,150535337,126371430,150535426,89,,
77803295676,151055206,126891299,151055296,90,151053221,
77803295686,151055215,126891308,151055304,89,,
77803795688,151555217,127391309,151553235,-1982,,
77804314793,152074323,127910416,152072342,-1981,152072038,
77804314802,152074332,127910425,152072350,-1982,,
77804814803,152574332,128410425,152572050,-2282,,
77805334355,153093885,128929978,153091604,-2281,153091415,
77805334364,153093894,128929987,153091611,-2283,,
77805834365,153593894,129429986,153591427,-2467,,
77806353861,154113391,129949483,154110924,-2467,154110889,
77806353870,154113400,129949493,154110931,-2469,,
77806853871,154613400,130449493,154610901,-2499,,
77807373685,155133215,130969308,155130717,-2498,155131300,
77807373694,155133224,130969317,155130724,-2500,,
77807873695,155633225,131469317,155631312,-1913,,
77808397254,156156784,131992877,156154872,-1912,156156673,
77808397264,156156793,131992886,156154879,-1914,,
77808897266,156656795,132492888,156656687,-108,,
77809417207,157176737,133012830,157176630,-107,157174743,
77809417341,157176870,133012963,157176761,-109,,
77809917342,157676871,133512963,157674880,-1991,,
77810417343,158176872,134012965,158174881,-1991,,
77810436430,158195960,134032053,158193969,-1991,158193589,
77810917344,158676873,134512965,158674519,-2354,,
77811417346,159176875,135012967,159174507,-2368,,
77811456035,159215564,135051657,159213196,-2368,159213412,
77811917347,159676876,135512968,159674709,-2167,,
77812417348,160176877,136012969,160174727,-2150,,
77812475837,160235367,136071459,160233217,-2150,160233298,
77812917349,160676878,136512970,160674802,-2076,,
77813417350,161176879,137012972,161174813,-2066,,
77813495045,161254575,137090668,161252510,-2065,161252211,
77813917351,161676880,137512973,161674564,-2316,,
77814417353,162176882,138012974,162174521,-2361,,
77814518576,162278106,138114199,162275746,-2360,162277787,
77814917354,162676883,138512976,162676153,-730,,
77815417355,163176884,139012976,163176568,-316,,
77815537669,163297198,139133291,163296883,-315,163294687,
77815917356,163676885,139512978,163674903,-1982,,
77816417357,164176887,140012979,164174378,-2509,,
77816556783,164316312,140152405,164313804,-2508,164313828,
77816917358,164676888,140512980,164674397,-2491,,
77817417359,165176888,141012981,165174406,-2482,,
77817575774,165335304,141171397,165332823,-2481,165332775,
77817917361,165676890,141512982,165674377,-2513,,
77818417362,166176891,142012983,166174364,-2527,,
77818599131,166358661,142194754,166356135,-2526,166358201,
77818917364,166676893,142512986,166675684,-1209,,
77819417366,167176895,143012988,167176438,-457,,
77819622936,167382465,143218558,167382009,-456,167382269,
77819917367,167676896,143512989,167676593,-303,,
77820417368,168176898,144012990,168176703,-195,,
77820643440,168402970,144239063,168402777,-193,168401126,
77820917370,168676899,144512991,168675801,-1098,,
77821417372,169176901,145012994,169175060,-1841,,
77821662634,169422164,145258256,169420323,-1841,169419563,
77821917373,169676902,145512995,169674674,-2228,,
77822417375,170176905,146012997,170174306,-2599,,
77822688094,170447623,146283716,170445026,-2597,170446273,
77822917376,170676905,146512997,170674880,-2025,,
77823417377,171176907,147012999,171175559,-1348,,
77823711824,171471356,147307450,171470011,-1345,171470806,
77823917379,171676908,147513000,171675889,-1019,,
77824417380,172176909,148013002,172176365,-544,,
77824735579,172495109,148331202,172494566,-543,172494828,
77824917382,172676911,148513004,172676462,-449,,
77825417383,173176912,149013005,173176634,-278,,
77825758952,173518482,149354574,173518204,-278,173518034,
77825917385,173676914,149513007,173676582,-332,,
77826417387,174176916,150013008,174176470,-446,,
77826778055,174537584,150373677,174537139,-445,174534931,
77826917388,174676917,150513010,174675856,-1061,,
77827417389,175176919,151013011,175174268,-2651,,
77827801654,175561184,151397277,175558534,-2650,175560751,
77827917391,175676920,151513012,175674783,-2137,,
77828417393,176176922,152013015,176176492,-430,,
77828825578,176585107,152421200,176584678,-429,176584456,
77828917395,176676924,152513016,176676451,-473,,
77829417396,177176926,153013018,177176277,-649,,
77829849203,177608733,153444826,177608084,-649,177608170,
77829917398,177676927,153513019,177676289,-638,,
77830417399,178176928,154013021,178176368,-560,,
77830873131,178632661,154468754,178632102,-559,178632262,
77830917400,178676930,154513022,178676382,-548,,
77831417401,179176931,155013023,179176534,-397,,
77831895443,179654973,155491066,179654576,-397,179653579,
77831917407,179676938,155513031,179676497,-441,,
77832417408,180176937,156013029,180175544,-1393,,
77832914706,180674235,156510328,180672844,-1391,180671398,
77832917409,180676938,156513030,180675536,-1402,,
77833417410,181176940,157013032,181174105,-2835,,
77833938226,181697756,157533848,181694921,-2835,181697022,
77833938233,181697763,157533855,181694928,-2835,,
77834438234,182197764,158033856,182197033,-731,,
77834961818,182721347,158557440,182720617,-730,182720816,
77834961826,182721356,158557449,182720624,-732,,
77835461828,183221357,159057449,183220828,-529,,
77835985203,183744733,159580826,183744204,-529,183744024,
77835985211,183744740,159580833,183744210,-530,,
77836485213,184244742,160080835,184244035,-707,,
77837008955,184768485,160604578,184767779,-706,184767727,
77837008964,184768494,160604587,184767787,-707,,
77837508966,185268495,161104587,185267740,-755,,
77838032095,185791625,161627718,185790871,-754,185790946,
77838032104,185791634,161627727,185790880,-754,,
77838532106,186291635,162127728,186290959,-676,,
77839055264,186814794,162650886,186814118,-676,186814061,
77839055299,186814829,162650921,186814153,-676,,
77839555300,187314830,163150922,187314100,-730,,
77840074738,187834268,163670360,187833538,-730,187831524,
77840074747,187834277,163670369,187833544,-733,,
77840574749,188334278,164170370,188331537,-2741,,
77841097858,188857388,164693481,188854648,-2740,188856658,
77841097868,188857397,164693490,188854656,-2741,,
77841597870,189357399,165193492,189356672,-727,,
77842121480,189881009,165717102,189880283,-726,189880143,
77842121489,189881019,165717112,189880290,-729,,
77842621490,190381020,166217112,190380156,-864,,
77843141290,190900820,166736913,190899956,-864,190898056,
77843141299,190900828,166736921,190899964,-864,,
77843641300,191400829,167236922,191398068,-2761,,
77844164734,191924263,167760356,191921503,-2760,191923558,
77844164743,191924272,167760365,191921510,-2762,,
77844664744,192424274,168260366,192423571,-703,,
77845184409,192943939,168780032,192943237,-702,192941163,
77845184499,192944029,168780121,192943325,-704,,
77845684500,193444030,169280122,193441257,-2773,,
77846208066,193967596,169803688,193964823,-2773,193966717,
77846208075,193967605,169803698,193964831,-2774,,
77846708077,194467606,170303699,194466730,-876,,
77847256042,195015571,170851664,195014696,-875,194998822,
77847256051,195015581,170851674,195014704,-877,,
77847756052,195515581,171351674,195498834,-16747,,
77848256053,196015582,171851674,195998835,-16747,,
77848280876,196040405,171876498,196023658,-16747,196039002,
77848756054,196515583,172351675,196513419,-2164,,
77849256055,197015584,172851677,197014183,-1401,,
77849300606,197060136,172896229,197058736,-1400,197057449,
77849756056,197515585,173351678,197513015,-2570,,
77850256058,198015587,173851680,198012903,-2684,,
77850324425,198083955,173920048,198081271,-2684,198083061,
77850756059,198515589,174351681,198514453,-1136,,
77851256061,199015590,174851683,199014699,-891,,
77851349095,199108625,174944717,199107734,-891,199108310,
77851756062,199515591,175351684,199515171,-420,,
77852256064,200015593,175851686,200015281,-312,,
77852373556,200133085,175969178,200132774,-311,200131962,
77852756065,200515595,176351687,200514663,-932,,
77853256066,201015596,176851688,201014474,-1122,,
77853397730,201157260,176993353,201156139,-1121,201156061,
77853756067,201515596,177351688,201514421,-1175,,
77854256068,202015597,177851690,202014401,-1196,,
77854421136,202180666,178016759,202179471,-1195,202179649,
77854756069,202515598,178351691,202514523,-1075,,
77855256071,203015601,178851693,203014586,-1015,,
77855444602,203204132,179040225,203203119,-1013,203203207,
77855756072,203515601,179351694,203514643,-958,,
77856256074,204015603,179851696,204014681,-922,,
77856468576,204228106,180064199,204227185,-921,204227293,
77856756075,204515604,180351697,204514745,-859,,
77857256076,205015605,180851698,205014795,-810,,
77857487972,205247502,181083595,205246693,-809,205244349,
77857756077,205515606,181351699,205513541,-2065,,
77858256079,206015608,181851700,206012457,-3151,,
77858507233,206266763,182102856,206263614,-3149,206263587,
77858756080,206515610,182351702,206512448,-3162,,
77859256081,207015610,182851703,207012436,-3174,,
77859530707,207290236,183126329,207287063,-3173,207289147,
77859756082,207515611,183351703,207513377,-2234,,
77860256083,208015613,183851705,208014527,-1086,,
77860550385,208309914,184146007,208308829,-1085,208306853,
77860756084,208515613,184351706,208513715,-1898,,
77861256085,209015615,184851707,209012556,-3059,,
77861574259,209333789,185169881,209330730,-3059,209332537,
77861756086,209515616,185351708,209513214,-2402,,
77862256087,210015617,185851709,210014367,-1250,,
77862593800,210353329,186189422,210352081,-1248,210349877,
77862756088,210515618,186351710,210513653,-1965,,
77863256090,211015619,186851712,211012170,-3449,,
77863617552,211377081,187213174,211373633,-3448,211375826,
77863756092,211515621,187351714,211512779,-2842,,
77864256093,212015622,187851715,212014369,-1253,,
77864641269,212400799,188236892,212399546,-1253,212399811,
77864756094,212515624,188351716,212514432,-1192,,
77865256096,213015625,188851718,213014640,-985,,
77865660686,213420216,189256309,213419232,-984,213416895,
77865756097,213515626,189351719,213514194,-1432,,
77866256099,214015628,189851721,214012310,-3318,,
77866679754,214439284,190275377,214435967,-3317,214435953,
77866756100,214515629,190351721,214512309,-3320,,
77867256102,215015631,190851723,215012303,-3328,,
77867698834,215458364,191294457,215455037,-3327,215455052,
77867756103,215515632,191351725,215512304,-3328,,
77868256104,216015633,191851725,216012323,-3310,,
77868722353,216481882,192317976,216478573,-3309,216480746,
77868756105,216515634,192351726,216512469,-3165,,
77869256106,217015636,192851728,217014502,-1134,,
77869741579,217501109,193337202,217499975,-1134,217497768,
77869756108,217515637,193351730,217514437,-1200,,
77870256109,218015638,193851731,218012299,-3339,,
77870760742,218520271,194356364,218516932,-3339,218516886,
77870760749,218520278,194356371,218516938,-3340,,
77871260750,219020279,194856372,219016896,-3383,,
77871784417,219543947,195380040,219540565,-3382,219542834,
77871784554,219544084,195380177,219540700,-3384,,
77872284556,220044085,195880178,220042975,-1110,,
77872808044,220567574,196403667,220566465,-1109,220566289,
77872808053,220567583,196403676,220566472,-1111,,
77873308054,221067583,196903675,221066301,-1282,,
77873831189,221590719,197426812,221589437,-1282,221589422,
77873831198,221590728,197426821,221589445,-1283,,
77874331199,222090728,197926821,222089434,-1294,,
77874831200,222590729,198426821,222589435,-1294,,
77874851022,222610552,198446645,222609259,-1293,222607251,
77875331201,223090730,198926823,223087511,-3219,,
77875831203,223590732,199426824,223587434,-3298,,
77875875194,223634724,199470817,223631426,-3298,223633737,
77876331204,224090733,199926825,224089545,-1188,,
77876831205,224590734,200426827,224589750,-984,,
77876896121,224655651,200491744,224654668,-983,224653127,
77877331206,225090735,200926827,225088414,-2321,,
77877831207,225590736,201426829,225588215,-2521,,
77877919607,225679137,201515231,225676617,-2520,225677792,
77878331208,226090737,201926830,226089185,-1552,,
77878831209,226590738,202426830,226589395,-1343,,
